1|Lindsey2|290|11/10/2024 10:40:51 AM|30
1|Kyleses|260|11/10/2024 10:36:54 AM|5
1|Jess|390|11/10/2024 10:23:50 AM|100
1|Connor|320|10/27/2024 1:48:14 PM|520
1|Walker|710|10/27/2024 1:44:25 PM|60
1|Sara|280|10/27/2024 1:41:42 PM|160
1|Lindsey|310|10/27/2024 1:39:47 PM|120
1|Abby|160|10/27/2024 1:38:32 PM|230
